audiocaps_id,caption,file_path,youtube_id,start_seconds,caption_label,anchor_filepath,rel_anchor_youtube_id,rel_anchor_start_seconds,syn1,syn2,q_anchor
1866,A dog whimpering and crying,/audiocaps/train/1866.mp3,-iQlvp-lsY4,30,/m/0jbk,/audiocaps/test/105433.mp3,IKnx3hJv1bs,150,/audioldm2/train/1866.wav,/tango/train/1866.wav,/q_anchor/train/1866.mp3
11189,Men are yelling and a gun is being fired,/audiocaps/train/11189.mp3,3Vn45ZJ1iOA,15,/t/dd00041,/audiocaps/test/104943.mp3,oklu5ZJD_2U,10,/audioldm2/train/11189.wav,/tango/train/11189.wav,/q_anchor/train/11189.mp3
19888,A trains passing by while a horn is honking,/audiocaps/train/19888.mp3,7MFjWkoky_E,30,/t/dd00041,/audiocaps/test/105750.mp3,eNG6fEiAE8c,30,/audioldm2/train/19888.wav,/tango/train/19888.wav,/q_anchor/train/19888.mp3
9199,"A woman speaks, a man screams and they both laugh",/audiocaps/train/9199.mp3,2ggJBDbgH-o,240,/m/0dgw9r,/audiocaps/test/104894.mp3,7XXSOzDQ2z0,70,/audioldm2/train/9199.wav,/tango/train/9199.wav,/q_anchor/train/9199.mp3
13657,Cars are accelerating,/audiocaps/train/13657.mp3,4Z7wOwftQzw,0,/t/dd00041,/audiocaps/train/15149.mp3,5Br5B2G7ZKE,30,/audioldm2/train/13657.wav,/tango/train/13657.wav,/q_anchor/train/13657.mp3
6784,A sewing machine is being used and woman speaks,/audiocaps/train/6784.mp3,1hubR8BmFTM,280,/m/0dgw9r,/audiocaps/test/103921.mp3,WUpeplQr3A4,300,/audioldm2/train/6784.wav,/tango/train/6784.wav,/q_anchor/train/6784.mp3
102164,A man speaking with others laughing,/audiocaps/train/102164.mp3,zZGZwDOL-eY,0,/m/0dgw9r,/audiocaps/train/85218.mp3,m_azQoVFex0,30,/audioldm2/train/102164.wav,/tango/train/102164.wav,/q_anchor/train/102164.mp3
75553,An engine chugging consistently,/audiocaps/train/75553.mp3,fY6GPacHrPo,10,/t/dd00041,/audiocaps/train/9199.mp3,2ggJBDbgH-o,240,/audioldm2/train/75553.wav,/tango/train/75553.wav,/q_anchor/train/75553.mp3
14123,Traffic passes by,/audiocaps/train/14123.mp3,4kP60n9_ayU,7,/t/dd00041,/audiocaps/train/24679.mp3,9l197QNtGEg,80,/audioldm2/train/14123.wav,/tango/train/14123.wav,/q_anchor/train/14123.mp3
9250,"An adult male is speaking, a motor is running, rhythmic vibration, and water is gurgling",/audiocaps/train/9250.mp3,2hxTX4mb0bY,30,/m/059j3w,/audiocaps/test/105141.mp3,zIgGMlZENTs,30,/audioldm2/train/9250.wav,/tango/train/9250.wav,/q_anchor/train/9250.mp3
15736,Hissing sound with steam,/audiocaps/train/15736.mp3,5RX4nIPSLd8,160,/m/059j3w,/audiocaps/train/73800.mp3,eF2F9vwbiv8,170,/audioldm2/train/15736.wav,/tango/train/15736.wav,/q_anchor/train/15736.mp3
8547,A person talks and a bird chirps and whistles,/audiocaps/train/8547.mp3,2QbILUeEoWM,30,/m/0dgw9r,/audiocaps/train/16924.mp3,5zdims2OEL4,30,/audioldm2/train/8547.wav,/tango/train/8547.wav,/q_anchor/train/8547.mp3
82483,Clicks and vibrations from a sewing machine,/audiocaps/train/82483.mp3,k_o6HlFRfM8,50,/t/dd00041,/audiocaps/test/103413.mp3,0AsXkZkqelg,30,/audioldm2/train/82483.wav,/tango/train/82483.wav,/q_anchor/train/82483.mp3
1742,People are talking and laughing,/audiocaps/train/1742.mp3,-f6GIijHlt8,10,/m/0dgw9r,/audiocaps/train/57661.mp3,Tu0-doXRwUk,10,/audioldm2/train/1742.wav,/tango/train/1742.wav,/q_anchor/train/1742.mp3
2586,Soft spoken male speaking,/audiocaps/train/2586.mp3,00TpUIR97B4,30,/m/0jbk,/audiocaps/train/93181.mp3,s_Fa7z2GvoI,210,/audioldm2/train/2586.wav,/tango/train/2586.wav,/q_anchor/train/2586.mp3
92648,Frogs croaking loudly,/audiocaps/train/92648.mp3,sBBcmVuRw8o,13,/m/0jbk,/audiocaps/test/104510.mp3,Bvw2gv1fcZw,70,/audioldm2/train/92648.wav,/tango/train/92648.wav,/q_anchor/train/92648.mp3
1718,Bird chirp outside and people talk in the background,/audiocaps/train/1718.mp3,-eBAQ6FB_j0,0,/m/0jbk,/audiocaps/train/5264.mp3,165AVh_q4iw,80,/audioldm2/train/1718.wav,/tango/train/1718.wav,/q_anchor/train/1718.mp3
19537,A man meows and a cat meows back,/audiocaps/train/19537.mp3,7BlZsuymkL0,20,/m/0jbk,/audiocaps/test/102771.mp3,tTB0BK39JI8,40,/audioldm2/train/19537.wav,/tango/train/19537.wav,/q_anchor/train/19537.mp3
11788,Motor vehicles running their engines and there are motorcycles as well,/audiocaps/train/11788.mp3,3kWzeKKT3vc,290,/t/dd00041,/audiocaps/test/106429.mp3,Z_smJ66Tb3c,30,/audioldm2/train/11788.wav,/tango/train/11788.wav,/q_anchor/train/11788.mp3
61878,A vehicle accelerates and a bell rings while someone speaks,/audiocaps/train/61878.mp3,WoE1pZfizT0,20,/t/dd00041,/audiocaps/test/105384.mp3,-DmjkgWa-rw,10,/audioldm2/train/61878.wav,/tango/train/61878.wav,/q_anchor/train/61878.mp3
56695,A woman talks nearby in the foreground as rain falls in the distance,/audiocaps/train/56695.mp3,TEUqNWo5HE4,280,/m/059j3w,/audiocaps/train/10038.mp3,325DCB6Jj9s,28,/audioldm2/train/56695.wav,/tango/train/56695.wav,/q_anchor/train/56695.mp3
35127,Water runs onto a hard surface,/audiocaps/train/35127.mp3,FCgRrSiNLNU,20,/t/dd00041,/audiocaps/test/103398.mp3,83j4GgHXTLE,210,/audioldm2/train/35127.wav,/tango/train/35127.wav,/q_anchor/train/35127.mp3
2720,A dog is barking and an adult female speaks,/audiocaps/train/2720.mp3,03qZu23rsQs,30,/m/0jbk,/audiocaps/test/104147.mp3,Kel-hfZ_9h8,10,/audioldm2/train/2720.wav,/tango/train/2720.wav,/q_anchor/train/2720.mp3
68950,A sewing machine works,/audiocaps/train/68950.mp3,ajK-gJ1IQJw,20,/t/dd00041,/audiocaps/test/105996.mp3,JsoBpL86R5U,10,/audioldm2/train/68950.wav,/tango/train/68950.wav,/q_anchor/train/68950.mp3
22852,An engine is making noises,/audiocaps/train/22852.mp3,8oT6Q9DIRZs,28,/t/dd00041,/audiocaps/test/105643.mp3,b1PXsfgQw5w,0,/audioldm2/train/22852.wav,/tango/train/22852.wav,/q_anchor/train/22852.mp3
67949,Water falls into a pool and frogs croak,/audiocaps/train/67949.mp3,a1cWI4bogUU,30,/m/0jbk,/audiocaps/test/104197.mp3,jlwe9jtu5Gw,50,/audioldm2/train/67949.wav,/tango/train/67949.wav,/q_anchor/train/67949.mp3
46694,"A constant wind lurks behind, while a door is tapped open and a clatter of falling objects follows",/audiocaps/train/46694.mp3,M_n1YibEiTM,30,/t/dd00041,/audiocaps/test/104251.mp3,lHh0SwUhP8U,120,/audioldm2/train/46694.wav,/tango/train/46694.wav,/q_anchor/train/46694.mp3
4756,A vehicles' engine accelerating,/audiocaps/train/4756.mp3,0tWHGH8mMEQ,30,/t/dd00041,/audiocaps/train/71554.mp3,cdM_5R5Q8U0,50,/audioldm2/train/4756.wav,/tango/train/4756.wav,/q_anchor/train/4756.mp3
5651,"An adult male is speaking, and a crowd stomp their feet and talk",/audiocaps/train/5651.mp3,1Fs4_1ofMgA,30,/m/0dgw9r,/audiocaps/test/102884.mp3,BwnGxJD9xh8,30,/audioldm2/train/5651.wav,/tango/train/5651.wav,/q_anchor/train/5651.mp3
6133,Light rubbing sounds,/audiocaps/train/6133.mp3,1SABDcVPoqI,80,/t/dd00098,/audiocaps/test/104809.mp3,1vCYiVvZ7VE,30,/audioldm2/train/6133.wav,/tango/train/6133.wav,/q_anchor/train/6133.mp3
93855,Someone crinkles plastic and speaks,/audiocaps/train/93855.mp3,t6e0RjulUWM,170,/t/dd00041,/audiocaps/train/44004.mp3,KohDD7Z6hy8,550,/audioldm2/train/93855.wav,/tango/train/93855.wav,/q_anchor/train/93855.mp3
17131,A middle aged man is verbalizing something aloud,/audiocaps/train/17131.mp3,64tdyl2v7bg,30,/t/dd00041,/audiocaps/train/19929.mp3,7Ni6SDgoM60,30,/audioldm2/train/17131.wav,/tango/train/17131.wav,/q_anchor/train/17131.mp3
18557,Smacking and digital beeping,/audiocaps/train/18557.mp3,6j_z4QMr410,29,/t/dd00098,/audiocaps/test/103613.mp3,FDwK7T1JO_0,160,/audioldm2/train/18557.wav,/tango/train/18557.wav,/q_anchor/train/18557.mp3
23578,Tick-tocking and rustling with white noise,/audiocaps/train/23578.mp3,9B54vq8JPXU,30,/t/dd00041,/audiocaps/test/103365.mp3,tdpiXW68adA,50,/audioldm2/train/23578.wav,/tango/train/23578.wav,/q_anchor/train/23578.mp3
83264,Dogs growling and barking while grass rustles during a rooster crowing as a pig oinks and birds chirp in the background,/audiocaps/train/83264.mp3,l9RDqwqPptc,0,/m/0jbk,/audiocaps/test/106438.mp3,OUUckswAaNI,100,/audioldm2/train/83264.wav,/tango/train/83264.wav,/q_anchor/train/83264.mp3
17069,Waves moving and water splashing,/audiocaps/train/17069.mp3,63QOaNji1QQ,30,/m/059j3w,/audiocaps/test/107235.mp3,HxZADVzNIqs,30,/audioldm2/train/17069.wav,/tango/train/17069.wav,/q_anchor/train/17069.mp3
4242,Rushing streams,/audiocaps/train/4242.mp3,0gIAKjbSWZA,10,/m/0dgw9r,/audiocaps/train/6983.mp3,1nHb0ZLoqDA,28,/audioldm2/train/4242.wav,/tango/train/4242.wav,/q_anchor/train/4242.mp3
29734,A toilet flushing noise,/audiocaps/train/29734.mp3,CDVIYMBRMkc,100,/t/dd00041,/audiocaps/test/104423.mp3,g5l3Bz6lWnc,250,/audioldm2/train/29734.wav,/tango/train/29734.wav,/q_anchor/train/29734.mp3
13046,"Man speaking, typing and clicking a mouse",/audiocaps/train/13046.mp3,4HY8yhh3zms,190,/t/dd00041,/audiocaps/test/102893.mp3,_AcJVyToQUQ,60,/audioldm2/train/13046.wav,/tango/train/13046.wav,/q_anchor/train/13046.mp3
84670,A vehicle is beeping as it moves and someone is talking over a loudspeaker,/audiocaps/train/84670.mp3,mC1Ls4TfIh0,8,/t/dd00098,/audiocaps/train/41747.mp3,JNA2uwO-moI,6,/audioldm2/train/84670.wav,/tango/train/84670.wav,/q_anchor/train/84670.mp3
10935,People laughing and talking,/audiocaps/train/10935.mp3,3OwfNUnfq9g,18,/t/dd00041,/audiocaps/test/105770.mp3,6cS0FsUM-cQ,30,/audioldm2/train/10935.wav,/tango/train/10935.wav,/q_anchor/train/10935.mp3
75903,A person snoring with some distant light banging and rustling and people whispering,/audiocaps/train/75903.mp3,foRp03d4xJk,110,/m/0dgw9r,/audiocaps/test/5155.mp3,13CBvjHZhOA,29,/audioldm2/train/75903.wav,/tango/train/75903.wav,/q_anchor/train/75903.mp3
102369,An aircraft engine running as wind blows into a microphone,/audiocaps/train/102369.mp3,ziaECblNe4s,40,/t/dd00041,/audiocaps/train/40994.mp3,It56iBhgag0,30,/audioldm2/train/102369.wav,/tango/train/102369.wav,/q_anchor/train/102369.mp3
100437,Several sirens are triggered and vehicles move,/audiocaps/train/100437.mp3,yAOcuPlIBwI,15,/t/dd00041,/audiocaps/test/104224.mp3,9z8XIRyUq9Q,30,/audioldm2/train/100437.wav,/tango/train/100437.wav,/q_anchor/train/100437.mp3
20407,A man is chanting and something is hissing,/audiocaps/train/20407.mp3,7ajykNcOuWk,30,/m/0jbk,/audiocaps/train/8984.mp3,2b_ix5nv404,30,/audioldm2/train/20407.wav,/tango/train/20407.wav,/q_anchor/train/20407.mp3
101,A dog is barking and howling,/audiocaps/train/101.mp3,-1gnqVuvMqg,30,/m/0jbk,/audiocaps/train/71523.mp3,cbZ1yAK7U64,0,/audioldm2/train/101.wav,/tango/train/101.wav,/q_anchor/train/101.mp3
78403,A person snoring,/audiocaps/train/78403.mp3,hb4BRhly8Uk,90,/m/0dgw9r,/audiocaps/train/52284.mp3,QE1BG9O_Tis,30,/audioldm2/train/78403.wav,/tango/train/78403.wav,/q_anchor/train/78403.mp3
12689,A car accelerates and drives away,/audiocaps/train/12689.mp3,47u_b5CyP-0,120,/t/dd00041,/audiocaps/train/12233.mp3,3wDD5wc99TA,30,/audioldm2/train/12689.wav,/tango/train/12689.wav,/q_anchor/train/12689.mp3
71554,"Movement and rubbing, grinding",/audiocaps/train/71554.mp3,cdM_5R5Q8U0,50,/t/dd00098,/audiocaps/test/105910.mp3,rtgVoZCcBw8,0,/audioldm2/train/71554.wav,/tango/train/71554.wav,/q_anchor/train/71554.mp3
2733,Baby crying loudly,/audiocaps/train/2733.mp3,046ueckSbw4,30,/m/0jbk,/audiocaps/train/72153.mp3,d3MlGBevrWM,490,/audioldm2/train/2733.wav,/tango/train/2733.wav,/q_anchor/train/2733.mp3
12952,A man and a child are having a quick moving conversation,/audiocaps/train/12952.mp3,4FQxw_49xAk,30,/m/0dgw9r,/audiocaps/test/106538.mp3,e4ph6bIC5zc,170,/audioldm2/train/12952.wav,/tango/train/12952.wav,/q_anchor/train/12952.mp3
21035,A man is giving a monologue slowly,/audiocaps/train/21035.mp3,7vHXme0Z6JU,30,/m/0dgw9r,/audiocaps/test/103935.mp3,KJhGuhNHToA,30,/audioldm2/train/21035.wav,/tango/train/21035.wav,/q_anchor/train/21035.mp3
8830,A beep goes off and a gun is being fired several times,/audiocaps/train/8830.mp3,2Y6HO7CHUXo,30,/t/dd00041,/audiocaps/train/101065.mp3,yfmuSGY5EQs,200,/audioldm2/train/8830.wav,/tango/train/8830.wav,/q_anchor/train/8830.mp3
18944,A man and woman talking outdoors,/audiocaps/train/18944.mp3,6vYulZEPSj8,30,/t/dd00041,/audiocaps/test/105682.mp3,6ZwYgzcN6Is,60,/audioldm2/train/18944.wav,/tango/train/18944.wav,/q_anchor/train/18944.mp3
84730,A creaking and snoring sound,/audiocaps/train/84730.mp3,mF28O9zNgVs,50,/m/0dgw9r,/audiocaps/test/103503.mp3,EBCH7TPgiPc,0,/audioldm2/train/84730.wav,/tango/train/84730.wav,/q_anchor/train/84730.mp3
27014,People speak and bells jingle as faint clip-clips grow closer,/audiocaps/train/27014.mp3,ApTKEJcVKdA,30,/m/0jbk,/audiocaps/test/103503.mp3,EBCH7TPgiPc,0,/audioldm2/train/27014.wav,/tango/train/27014.wav,/q_anchor/train/27014.mp3
24100,A sewing machine rattles as it sews,/audiocaps/train/24100.mp3,9RYH-OV0RmQ,350,/m/0dgw9r,/audiocaps/test/106898.mp3,pCQEWAFGEjc,30,/audioldm2/train/24100.wav,/tango/train/24100.wav,/q_anchor/train/24100.mp3
18801,A woman delivering a speech,/audiocaps/train/18801.mp3,6qcWDVvpASs,30,/m/0dgw9r,/audiocaps/train/8574.mp3,2R9naYtL0tM,30,/audioldm2/train/18801.wav,/tango/train/18801.wav,/q_anchor/train/18801.mp3
43643,"An industrial motor is running, clattering and squeaking are ongoing, and random hissing occurs",/audiocaps/train/43643.mp3,KaVxnEXoBb8,30,/t/dd00041,/audiocaps/train/17069.mp3,63QOaNji1QQ,30,/audioldm2/train/43643.wav,/tango/train/43643.wav,/q_anchor/train/43643.mp3
12486,An animal squeaks,/audiocaps/train/12486.mp3,41tF4ZjW-fg,0,/m/0jbk,/audiocaps/test/104113.mp3,hiJB_95IWiE,190,/audioldm2/train/12486.wav,/tango/train/12486.wav,/q_anchor/train/12486.mp3
10893,Stamping and surprised woman,/audiocaps/train/10893.mp3,3O6xeu3t93Y,0,/m/0jbk,/audiocaps/test/104120.mp3,woadpeAGHUQ,70,/audioldm2/train/10893.wav,/tango/train/10893.wav,/q_anchor/train/10893.mp3
323,Something is squeaking and dogs are growling softly and barking,/audiocaps/train/323.mp3,-7GD82GxQzw,30,/m/0jbk,/audiocaps/train/23578.mp3,9B54vq8JPXU,30,/audioldm2/train/323.wav,/tango/train/323.wav,/q_anchor/train/323.mp3
45404,Ducks quack and splash in the water,/audiocaps/train/45404.mp3,LieGJwtuOf4,340,/m/0jbk,/audiocaps/train/22585.mp3,8gPDxFaP2PU,80,/audioldm2/train/45404.wav,/tango/train/45404.wav,/q_anchor/train/45404.mp3
19521,"A boat motor is running and fades somewhat, and water is splashing",/audiocaps/train/19521.mp3,7BQtWp2oWlE,40,/t/dd00041,/audiocaps/train/6358.mp3,1YVYMzXVqNA,30,/audioldm2/train/19521.wav,/tango/train/19521.wav,/q_anchor/train/19521.mp3
64994,Food sizzles and gurgles and a person speaks briefly,/audiocaps/train/64994.mp3,Yz6FKkDbCwc,420,/t/dd00098,/audiocaps/train/91832.mp3,rZuVzTcNb7o,140,/audioldm2/train/64994.wav,/tango/train/64994.wav,/q_anchor/train/64994.mp3
3765,Man talking with music in background and robotic talking response,/audiocaps/train/3765.mp3,0V3iy408DRU,30,/m/0dgw9r,/audiocaps/train/88801.mp3,pGawVy_VTrc,380,/audioldm2/train/3765.wav,/tango/train/3765.wav,/q_anchor/train/3765.mp3
19507,Birds chirping and a frog croaking,/audiocaps/train/19507.mp3,7B-LRLB_aco,30,/m/0jbk,/audiocaps/test/104879.mp3,tdpiXW68adA,50,/audioldm2/train/19507.wav,/tango/train/19507.wav,/q_anchor/train/19507.mp3
19074,Ticking and ringing of a coo clock,/audiocaps/train/19074.mp3,6zdOe5ZO1cY,6,/t/dd00041,/audiocaps/train/24160.mp3,9TblnpvgZLI,440,/audioldm2/train/19074.wav,/tango/train/19074.wav,/q_anchor/train/19074.mp3
30509,A motorboat engine starts and accelerates across water,/audiocaps/train/30509.mp3,CdK4pmYEdtE,30,/t/dd00041,/audiocaps/test/9289.mp3,2j8pxiFvElM,0,/audioldm2/train/30509.wav,/tango/train/30509.wav,/q_anchor/train/30509.mp3
12690,Something bangs and a horses hooves go clip-clop,/audiocaps/train/12690.mp3,47xhc-P6bpo,30,/m/0jbk,/audiocaps/train/68657.mp3,aWnLbeStEDg,0,/audioldm2/train/12690.wav,/tango/train/12690.wav,/q_anchor/train/12690.mp3
20747,A man speaking over a microphone as a crowd rustles and speaks quietly,/audiocaps/train/20747.mp3,7lq5AX4lPHQ,30,/m/0dgw9r,/audiocaps/test/105408.mp3,YNDKuNINDOY,30,/audioldm2/train/20747.wav,/tango/train/20747.wav,/q_anchor/train/20747.mp3
82305,A child speaks and ducks quack,/audiocaps/train/82305.mp3,kT6iIpFqhS8,300,/m/0jbk,/audiocaps/test/102945.mp3,glAeihz0NAM,130,/audioldm2/train/82305.wav,/tango/train/82305.wav,/q_anchor/train/82305.mp3
17370,The loud rush of running water,/audiocaps/train/17370.mp3,6B69x4KceyE,40,/t/dd00041,/audiocaps/test/103957.mp3,n4VktYihtJU,5,/audioldm2/train/17370.wav,/tango/train/17370.wav,/q_anchor/train/17370.mp3
68812,Some objects and a metallic object are tapped,/audiocaps/train/68812.mp3,adhEUS4O5ys,540,/t/dd00041,/audiocaps/train/80645.mp3,jEgKmLOpy4o,30,/audioldm2/train/68812.wav,/tango/train/68812.wav,/q_anchor/train/68812.mp3
6300,Water is gurgling and a person is speaking,/audiocaps/train/6300.mp3,1WfbI24vUlw,30,/m/0dgw9r,/audiocaps/test/103225.mp3,JnSwRonB9wI,30,/audioldm2/train/6300.wav,/tango/train/6300.wav,/q_anchor/train/6300.mp3
65304,Several motorcycles moves accelerating,/audiocaps/train/65304.mp3,ZBYzHVm-nY8,130,/t/dd00041,/audiocaps/train/84129.mp3,ln_UfjGE5a8,40,/audioldm2/train/65304.wav,/tango/train/65304.wav,/q_anchor/train/65304.mp3
22214,A child is speaking,/audiocaps/train/22214.mp3,8VswkGq4EfQ,30,/t/dd00098,/audiocaps/test/105231.mp3,w_Utn3CwAXE,50,/audioldm2/train/22214.wav,/tango/train/22214.wav,/q_anchor/train/22214.mp3
21627,A woman and man speaking with pigs oinking and screaming,/audiocaps/train/21627.mp3,8D0l1c6d1Gk,30,/m/0dgw9r,/audiocaps/train/60167.mp3,VbWsO7I-HP8,30,/audioldm2/train/21627.wav,/tango/train/21627.wav,/q_anchor/train/21627.mp3
31284,White noise and rustling,/audiocaps/train/31284.mp3,D38smyrD6jI,0,/m/059j3w,/audiocaps/train/12942.mp3,4FF7lr7_uWA,320,/audioldm2/train/31284.wav,/tango/train/31284.wav,/q_anchor/train/31284.mp3
22723,A small child crying and woman speaking,/audiocaps/train/22723.mp3,8kZdmr3q5yc,10,/m/0dgw9r,/audiocaps/train/92846.mp3,sL7oQIm9qTY,10,/audioldm2/train/22723.wav,/tango/train/22723.wav,/q_anchor/train/22723.mp3
67692,Humming with distant people speaking with nearby knocks and hissing,/audiocaps/train/67692.mp3,_qrGsq8eYeA,30,/t/dd00041,/audiocaps/train/18222.mp3,6a8Hnuk-TiI,30,/audioldm2/train/67692.wav,/tango/train/67692.wav,/q_anchor/train/67692.mp3
23282,The honking of a car horn outside,/audiocaps/train/23282.mp3,91J2pDhicyo,0,/t/dd00041,/audiocaps/train/22639.mp3,8hoDbYhsbHo,30,/audioldm2/train/23282.wav,/tango/train/23282.wav,/q_anchor/train/23282.mp3
95630,A few people quietly talking while dogs are barking and whimpering in the background,/audiocaps/train/95630.mp3,uT6f8ghsJBw,10,/m/0jbk,/audiocaps/test/104453.mp3,JnSwRonB9wI,30,/audioldm2/train/95630.wav,/tango/train/95630.wav,/q_anchor/train/95630.mp3
43588,Barnyard sounds in the background and something is clicking a few times,/audiocaps/train/43588.mp3,KZeLe-bRJx8,20,/m/0jbk,/audiocaps/test/105964.mp3,emGPabOePzA,30,/audioldm2/train/43588.wav,/tango/train/43588.wav,/q_anchor/train/43588.mp3
37060,"An emergency vehicle siren blows and fades into the distance, and the wind blows",/audiocaps/train/37060.mp3,GORjnSWhZeY,30,/t/dd00041,/audiocaps/train/40815.mp3,IlPgx6LbP8M,50,/audioldm2/train/37060.wav,/tango/train/37060.wav,/q_anchor/train/37060.mp3
21426,Two male voices talking and insects chirping,/audiocaps/train/21426.mp3,86WZmJjlI9I,30,/m/059j3w,/audiocaps/train/102451.mp3,zmdVOQ6lOog,350,/audioldm2/train/21426.wav,/tango/train/21426.wav,/q_anchor/train/21426.mp3
11149,Water flowing and a boy and a man speaking,/audiocaps/train/11149.mp3,3UNj_MeARXE,2,/m/059j3w,/audiocaps/train/101483.mp3,z-vD86LsL1g,5,/audioldm2/train/11149.wav,/tango/train/11149.wav,/q_anchor/train/11149.mp3
57887,Humming and rustling as a train passes with warning bells and a horn blowing,/audiocaps/train/57887.mp3,U2Ubd0rGt_o,20,/t/dd00041,/audiocaps/train/15149.mp3,5Br5B2G7ZKE,30,/audioldm2/train/57887.wav,/tango/train/57887.wav,/q_anchor/train/57887.mp3
1161,Vehicle engine and background chatter,/audiocaps/train/1161.mp3,-QwBxtC3aUo,30,/t/dd00041,/audiocaps/train/18222.mp3,6a8Hnuk-TiI,30,/audioldm2/train/1161.wav,/tango/train/1161.wav,/q_anchor/train/1161.mp3
